name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Brian Grant,MIA,2001,C,82,15.2,8.8,1.2,0.7,0.9,0.479,0.0,0.536,
Brian Heaney,BAL,1970,G,14,2.0,0.3,0.4,0.0,0.0,0.542,0.0,0.543,
Brian Howard,DAL,1992,F,27,4.9,1.9,0.5,0.4,0.3,0.519,0.5,0.557,
Brian Howard,DAL,1993,F,68,6.5,3.1,1.0,0.8,0.5,0.442,0.143,0.482,
Brian Oliver,PHI,1991,G,73,3.8,1.1,1.2,0.5,0.1,0.408,0.278,0.46,
Brian Oliver,PHI,1992,G,34,2.4,0.9,0.6,0.3,0.1,0.33,0.0,0.369,
Brian Quinnett,NY,1990,G,31,1.3,0.9,0.4,0.1,0.1,0.328,0.0,0.337,
Brian Quinnett,NY,1991,G,68,4.7,2.1,0.8,0.3,0.2,0.459,0.349,0.5,
Brian Quinnett,,1992,G,39,2.9,1.3,0.3,0.4,0.2,0.347,0.317,0.425,
Brian Quinnett,NY,1992,G,24,3.1,1.0,0.3,0.3,0.2,0.384,0.385,0.467,
Brian Quinnett,DAL,1992,G,15,2.7,1.8,0.3,0.6,0.1,0.294,0.2,0.364,
Brian Rowsom,CHH,1989,F,34,6.6,4.0,0.7,0.3,0.4,0.494,1.0,0.572,
Brian Rowsom,CHH,1990,F,44,5.1,3.0,0.5,0.4,0.2,0.436,0.5,0.522,
Brian Shaw,BOS,1989,G,82,8.6,4.6,5.8,1.0,0.3,0.433,0.0,0.472,
Brian Shaw,BOS,1991,G,79,13.8,4.7,7.6,1.3,0.4,0.469,0.111,0.519,
Brian Shaw,,1992,G,63,7.9,3.2,4.0,0.9,0.3,0.407,0.217,0.448,
Brian Shaw,BOS,1992,G,17,10.3,4.1,5.2,0.7,0.6,0.427,0.0,0.482,
Brian Shaw,MIA,1992,G,46,7.0,2.9,3.5,1.0,0.3,0.398,0.313,0.431,
Brian Shaw,MIA,1993,G,68,7.3,3.8,3.5,0.7,0.3,0.393,0.331,0.465,
Brian Shaw,MIA,1994,G,77,9.0,4.5,5.0,0.9,0.3,0.417,0.338,0.491,
Brian Shaw,ORL,1995,G,78,6.4,3.1,5.2,0.9,0.2,0.389,0.261,0.468,
Brian Shaw,ORL,1996,G,75,6.6,3.0,4.5,0.8,0.1,0.374,0.285,0.463,
Brian Shaw,ORL,1997,G,77,7.2,2.5,4.1,0.9,0.3,0.366,0.325,0.478,
Brian Shaw,,1998,G,59,6.3,3.6,4.4,0.8,0.3,0.345,0.295,0.397,
Brian Shaw,GS,1998,G,39,6.4,3.9,4.4,0.9,0.4,0.336,0.313,0.39,
Brian Shaw,PHI,1998,G,20,6.0,3.2,4.4,0.7,0.1,0.367,0.25,0.411,
Brian Shaw,LAL,2000,G,74,4.1,2.9,2.7,0.5,0.2,0.382,0.31,0.441,
Brian Shaw,LAL,2001,G,80,5.3,3.8,3.2,0.6,0.3,0.399,0.311,0.479,
Brian Skinner,LAC,1999,F,21,4.1,2.5,0.0,0.5,0.6,0.465,0.0,0.503,
Brian Skinner,LAC,2000,F,33,5.4,6.1,0.3,0.5,1.3,0.507,0.0,0.55,
Brian Skinner,LAC,2001,F,39,4.1,4.3,0.5,0.4,0.3,0.398,0.0,0.428,
Brian Taylor,KCK,1977,G,72,17.0,3.3,4.4,2.8,0.2,0.504,0.0,0.55,
Brian Taylor,DEN,1978,G,39,11.6,2.5,3.4,1.8,0.2,0.452,0.0,0.498,
Brian Taylor,SDC,1979,G,20,3.8,1.3,1.0,1.2,0.0,0.361,0.0,0.418,
Brian Taylor,SDC,1980,G,78,13.5,2.4,4.3,1.9,0.3,0.467,0.377,0.546,
Brian Taylor,SDC,1981,G,80,10.1,1.9,5.5,1.5,0.3,0.525,0.383,0.602,
Brian Taylor,SDC,1982,G,41,10.8,2.3,5.6,1.1,0.2,0.503,0.365,0.588,
Brian Winters,LAL,1975,G,68,11.7,2.0,2.9,1.1,0.3,0.443,0.0,0.467,
Brian Winters,MIL,1976,G,78,18.2,3.2,4.7,1.6,0.3,0.464,0.0,0.496,
Brian Winters,MIL,1977,G,78,19.3,3.0,4.3,1.5,0.4,0.498,0.0,0.533,
Brian Winters,MIL,1978,G,80,19.9,3.1,4.9,1.6,0.3,0.463,0.0,0.503,
Brian Winters,MIL,1979,G,79,19.8,2.2,4.8,1.1,0.5,0.493,0.0,0.533,
Brian Winters,MIL,1980,G,80,16.1,2.8,4.5,1.3,0.3,0.479,0.373,0.534,
Brian Winters,MIL,1981,G,69,11.6,2.0,3.3,1.0,0.1,0.475,0.353,0.528,
Brian Winters,MIL,1982,G,61,15.9,2.8,4.1,0.9,0.1,0.501,0.387,0.553,
Brian Winters,MIL,1983,G,57,10.6,1.9,2.7,0.8,0.1,0.434,0.324,0.484,
Brook Steppe,KCK,1983,G,62,4.0,1.2,1.1,0.4,0.0,0.477,0.143,0.557,
Brook Steppe,IND,1984,G,61,7.0,2.0,1.3,0.6,0.1,0.471,0.0,0.559,
Brook Steppe,DET,1985,G,54,4.7,1.1,0.7,0.3,0.1,0.466,0.0,0.565,
Brook Steppe,SAC,1987,G,34,7.8,1.8,2.4,0.5,0.1,0.477,0.333,0.559,
Brook Steppe,POR,1989,G,27,3.8,1.2,0.6,0.4,0.0,0.423,0.556,0.546,
Brooks Thompson,ORL,1995,G,38,3.1,0.6,1.1,0.3,0.1,0.395,0.31,0.486,
Brooks Thompson,ORL,1996,G,33,4.2,0.7,0.9,0.4,0.0,0.466,0.391,0.609,
Brooks Thompson,,1997,G,67,6.6,1.4,2.7,0.8,0.0,0.399,0.398,0.526,
Brooks Thompson,DEN,1997,G,65,6.8,1.5,2.8,0.8,0.0,0.4,0.398,0.528,
Brooks Thompson,,1998,G,30,2.0,0.5,0.9,0.3,0.0,0.411,0.3,0.496,
Brooks Thompson,PHX,1998,G,13,2.0,0.4,0.2,0.3,0.0,0.37,0.313,0.459,
Brooks Thompson,NY,1998,G,17,1.9,0.6,1.4,0.4,0.1,0.448,0.286,0.529,
Bruce Bowen,BOS,1998,F,61,5.6,2.9,1.3,1.4,0.5,0.409,0.339,0.483,
Bruce Bowen,BOS,1999,F,30,2.3,1.7,0.9,0.7,0.3,0.28,0.269,0.338,
Bruce Bowen,,2000,F,69,2.8,1.4,0.5,0.3,0.2,0.371,0.466,0.46,
Bruce Bowen,PHI,2000,F,42,1.4,0.9,0.4,0.2,0.1,0.356,0.5,0.377,
Bruce Bowen,MIA,2000,F,27,5.1,2.2,0.7,0.5,0.4,0.38,0.464,0.509,
Bruce Bowen,MIA,2001,F,82,7.6,3.0,1.6,1.0,0.6,0.363,0.336,0.478,
Bruce Flowers,CLE,1983,F,53,4.9,3.4,0.9,0.4,0.2,0.534,0.0,0.569,
Bruce Hale,INO,1950,G,64,10.3,0.0,3.5,0.0,0.0,0.353,0.0,0.444,
Bruce Hale,INO,1951,G,26,3.6,1.9,1.6,0.0,0.0,0.296,0.0,0.324,
Bruce Kuczenski,,1984,F,15,1.9,1.5,0.5,0.1,0.1,0.27,0.0,0.331,
Bruce Seals,SEA,1976,F,81,11.8,6.3,1.5,0.8,0.5,0.436,0.0,0.475,
Bruce Seals,SEA,1977,F,81,11.0,4.4,1.1,0.6,0.7,0.444,0.0,0.477,
Bruce Seals,SEA,1978,F,73,7.8,3.1,1.1,0.6,0.5,0.417,0.0,0.455,
Bruno Sundov,DAL,2000,C,14,1.9,0.9,0.1,0.1,0.1,0.387,0.0,0.408,
Bruno Sundov,IND,2001,C,11,3.9,2.1,0.2,0.2,0.4,0.488,0.0,0.498,
Bryan Warrick,WSB,1983,G,43,4.0,1.6,2.9,0.5,0.2,0.38,0.0,0.439,
Bryan Warrick,WSB,1984,G,32,2.0,0.7,1.3,0.3,0.1,0.409,0.333,0.431,
Bryan Warrick,LAC,1985,G,58,3.7,1.0,2.6,0.4,0.1,0.491,0.25,0.543,
Bryan Warrick,,1986,G,36,6.3,1.9,3.2,0.8,0.1,0.467,0.25,0.536,
Bryan Warrick,IND,1986,G,31,7.0,2.1,3.5,0.8,0.1,0.471,0.2,0.539,
Bryant Reeves,VAN,1996,C,77,13.3,7.4,1.4,0.6,0.7,0.457,0.0,0.506,
Bryant Reeves,VAN,1997,C,75,16.2,8.1,2.1,0.4,0.9,0.486,0.091,0.523,
Bryant Reeves,VAN,1998,C,74,16.3,7.9,2.1,0.5,1.1,0.523,0.0,0.559,
Bryant Reeves,VAN,1999,C,25,10.8,5.5,1.5,0.5,0.3,0.406,0.0,0.449,
Bryant Reeves,VAN,2000,C,69,8.9,5.7,1.2,0.5,0.6,0.448,0.0,0.481,
Bryant Reeves,VAN,2001,C,75,8.3,6.0,1.1,0.6,0.7,0.46,0.25,0.506,
Bryant Stith,DEN,1993,G,39,8.9,3.2,1.3,0.6,0.1,0.446,0.0,0.525,
Bryant Stith,DEN,1994,G,82,12.5,4.3,2.4,1.4,0.2,0.45,0.222,0.53,
Bryant Stith,DEN,1995,G,81,11.2,3.3,1.9,1.1,0.2,0.472,0.294,0.567,
Bryant Stith,DEN,1996,G,82,13.6,4.9,2.9,1.4,0.2,0.416,0.277,0.519,
Bryant Stith,DEN,1997,G,52,14.9,4.2,2.6,1.2,0.4,0.416,0.385,0.548,
Bryant Stith,DEN,1998,G,31,7.6,2.1,1.6,0.7,0.3,0.333,0.208,0.447,
Bryant Stith,DEN,1999,G,46,7.0,2.3,1.8,0.6,0.3,0.393,0.292,0.498,
Bryant Stith,DEN,2000,G,45,5.6,1.9,1.4,0.4,0.3,0.455,0.304,0.568,
Bryant Stith,BOS,2001,G,78,9.7,3.6,2.2,1.2,0.2,0.401,0.376,0.538,
Bryce Drew,HOU,1999,G,34,3.5,0.9,1.5,0.4,0.1,0.364,0.327,0.445,
Bryce Drew,HOU,2000,G,72,5.8,1.4,2.2,0.6,0.0,0.383,0.362,0.481,
Bryce Drew,CHI,2001,G,48,6.3,1.4,3.9,0.7,0.1,0.379,0.381,0.45,
Bryon Russell,UTAH,1994,F,67,5.0,2.7,0.8,1.0,0.3,0.484,0.091,0.516,
Bryon Russell,UTAH,1995,F,63,4.5,2.2,0.5,0.8,0.2,0.437,0.295,0.507,
Bryon Russell,UTAH,1996,F,59,2.9,1.5,0.5,0.5,0.1,0.394,0.35,0.507,
Bryon Russell,UTAH,1997,F,81,10.8,4.1,1.5,1.6,0.3,0.479,0.409,0.6,
Bryon Russell,UTAH,1998,F,82,9.0,4.0,1.2,1.1,0.4,0.43,0.341,0.57,
Bryon Russell,UTAH,1999,F,50,12.4,5.3,1.5,1.5,0.3,0.464,0.354,0.572,
Bryon Russell,UTAH,2000,F,82,14.1,5.2,1.9,1.6,0.3,0.446,0.396,0.55,
Bryon Russell,UTAH,2001,F,78,12.0,4.2,2.1,1.2,0.3,0.44,0.413,0.565,
Bubba Wells,DAL,1998,G,39,3.3,1.7,0.9,0.4,0.1,0.414,0.167,0.474,
Bubba Wilson,GS,1980,G,16,1.1,1.0,0.8,0.1,0.0,0.28,0.0,0.308,
Buck Johnson,HOU,1987,F,60,3.8,1.5,0.7,0.3,0.2,0.468,0.0,0.503,
Buck Johnson,HOU,1988,F,70,5.4,2.4,0.7,0.4,0.4,0.52,0.125,0.559,
Buck Johnson,HOU,1989,F,67,9.6,4.3,1.9,1.0,0.5,0.524,0.111,0.559,
Buck Johnson,HOU,1990,F,82,14.8,4.6,3.1,1.3,0.8,0.495,0.118,0.534,
Buck Johnson,HOU,1991,F,73,13.6,4.5,1.9,1.1,0.6,0.477,0.133,0.512,
Buck Johnson,HOU,1992,F,80,8.6,3.9,2.0,0.9,0.6,0.458,0.111,0.492,
Buck Johnson,WSB,1993,F,73,6.5,2.7,1.2,0.5,0.2,0.479,0.0,0.521,
Buck Williams,NJN,1982,F,82,15.5,12.3,1.3,1.0,1.0,0.582,0.0,0.603,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1983,F,82,17.0,12.5,1.5,1.1,1.3,0.588,0.0,0.611,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1984,F,81,15.7,12.3,1.6,1.0,1.5,0.535,0.0,0.556,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1985,F,82,18.2,12.3,2.0,0.8,1.3,0.53,0.25,0.562,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1986,F,82,15.9,12.0,1.6,0.9,1.2,0.523,0.0,0.565,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1987,F,82,18.0,12.5,1.6,1.0,1.1,0.557,0.0,0.616,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1988,F,70,18.3,11.9,1.6,1.0,0.6,0.56,1.0,0.603,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NJN,1989,F,74,13.0,9.4,1.1,0.8,0.5,0.531,0.0,0.569,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1990,F,82,13.6,9.8,1.4,0.8,0.5,0.548,0.0,0.597,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1991,F,80,11.7,9.4,1.2,0.6,0.6,0.602,0.0,0.639,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1992,F,80,11.3,8.8,1.4,0.8,0.5,0.604,0.0,0.651,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1993,F,82,8.3,8.4,0.9,1.0,0.7,0.511,0.0,0.545,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1994,F,81,9.7,10.4,1.0,0.7,0.6,0.555,0.0,0.598,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1995,F,82,9.2,8.2,1.0,0.8,0.8,0.512,0.5,0.545,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,POR,1996,F,70,7.3,5.8,0.6,0.6,0.7,0.5,0.667,0.548,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NY,1997,F,74,6.3,5.4,0.7,0.5,0.5,0.537,0.0,0.574,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Buck Williams,NY,1998,F,41,4.9,4.5,0.5,0.4,0.4,0.503,0.0,0.56,https://upload.wikimedia.org/wikipedia/commons/5/53/Buck_Williams_-_Defense.gov_News_Photo_060406-N-0696M-015_%28cropped%29.jpg
Bucky Bockhorn,CIN,1959,G,71,10.2,6.5,2.9,0.0,0.0,0.381,0.0,0.423,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1960,G,75,10.5,5.1,3.4,0.0,0.0,0.398,0.0,0.441,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1961,G,79,12.6,5.5,4.3,0.0,0.0,0.397,0.0,0.431,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1962,G,80,15.8,4.7,4.6,0.0,0.0,0.43,0.0,0.469,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1963,G,80,11.7,4.0,3.3,0.0,0.0,0.393,0.0,0.44,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1964,G,70,8.3,2.9,2.5,0.0,0.0,0.412,0.0,0.451,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky Bockhorn,CIN,1965,G,19,7.8,2.9,2.4,0.0,0.0,0.382,0.0,0.425,https://upload.wikimedia.org/wikipedia/commons/e/e9/Arlen_Bockhorn.jpg
Bucky McConnell,MLH,1953,G,14,4.9,2.4,2.9,0.0,0.0,0.38,0.0,0.406,
Bud Acton,SDR,1968,F,23,3.3,2.0,0.5,0.0,0.0,0.392,0.0,0.444,
Bud Grant,MNL,1950,F,35,2.6,0.0,0.5,0.0,0.0,0.365,0.0,0.371,
Bud Grant,MNL,1951,F,61,2.6,1.9,1.2,0.0,0.0,0.288,0.0,0.358,
Bud Koper,SFW,1965,G,54,4.6,1.1,0.8,0.0,0.0,0.44,0.0,0.476,
Bud Ogden,PHI,1970,F,47,4.1,1.8,0.7,0.0,0.0,0.477,0.0,0.505,
Bud Ogden,PHI,1971,F,27,2.4,0.7,0.6,0.0,0.0,0.364,0.0,0.426,
Bud Olsen,CIN,1963,F,52,2.2,2.0,0.8,0.0,0.0,0.323,0.0,0.376,
Bud Olsen,CIN,1964,F,49,4.1,3.0,0.6,0.0,0.0,0.405,0.0,0.43,
Bud Olsen,CIN,1965,F,79,7.5,4.2,1.1,0.0,0.0,0.438,0.0,0.495,
Bud Olsen,,1966,F,59,3.4,3.3,0.3,0.0,0.0,0.42,0.0,0.434,
Bud Olsen,SFW,1966,F,55,3.5,3.3,0.3,0.0,0.0,0.422,0.0,0.436,
Bud Olsen,SFW,1967,F,40,4.3,2.6,0.8,0.0,0.0,0.449,0.0,0.449,
Bud Olsen,SEA,1968,F,73,3.8,2.8,1.0,0.0,0.0,0.456,0.0,0.444,
Bud Olsen,,1969,F,17,2.0,1.5,0.6,0.0,0.0,0.357,0.0,0.341,
Bud Olsen,DET,1969,F,10,2.0,1.1,0.7,0.0,0.0,0.348,0.0,0.354,
Bud Stallworth,SEA,1973,F,77,6.3,2.9,0.8,0.0,0.0,0.379,0.0,0.421,
Bud Stallworth,SEA,1974,F,67,6.3,2.6,0.5,0.3,0.2,0.392,0.0,0.413,
Bud Stallworth,NOJ,1975,F,73,9.9,3.4,0.6,0.8,0.2,0.42,0.0,0.456,
Bud Stallworth,NOJ,1976,F,56,9.1,2.6,0.9,0.5,0.3,0.437,0.0,0.472,
Bud Stallworth,NOJ,1977,F,40,6.7,1.8,0.6,0.5,0.3,0.463,0.0,0.472,
Buddy Jeannette,BLB,1950,G,37,5.2,0.0,2.5,0.0,0.0,0.284,0.0,0.467,
Butch Beard,ATL,1970,G,72,7.0,1.9,1.7,0.0,0.0,0.467,0.0,0.54,
Butch Beard,CLE,1972,G,68,15.4,4.1,6.7,0.0,0.0,0.464,0.0,0.524,
Butch Beard,SEA,1973,G,73,6.6,2.4,3.4,0.0,0.0,0.439,0.0,0.485,
Butch Beard,GS,1974,G,79,10.2,4.9,3.8,1.3,0.1,0.512,0.0,0.559,
Butch Beard,GS,1975,G,82,12.8,3.9,4.2,1.6,0.1,0.528,0.0,0.585,
Butch Beard,,1976,G,75,8.0,4.1,2.9,1.1,0.1,0.46,0.0,0.517,
Butch Beard,CLE,1976,G,15,6.5,2.9,3.0,0.7,0.1,0.389,0.0,0.456,
Butch Beard,NY,1976,G,60,8.4,4.5,2.9,1.2,0.1,0.475,0.0,0.53,
Butch Beard,NY,1977,G,70,5.3,2.3,2.1,0.8,0.1,0.505,0.0,0.544,
Butch Beard,NY,1978,G,79,9.4,3.3,4.3,1.5,0.0,0.502,0.0,0.544,
Butch Carter,LAL,1981,F,54,5.6,1.2,1.0,0.4,0.0,0.462,0.3,0.521,
Butch Carter,IND,1982,G,75,5.9,1.1,0.8,0.5,0.1,0.468,0.32,0.511,
Butch Carter,IND,1983,G,81,10.5,1.9,2.4,1.0,0.2,0.501,0.333,0.549,
Butch Carter,IND,1984,G,73,13.4,2.1,2.8,1.8,0.2,0.479,0.326,0.52,
Butch Carter,NY,1985,G,69,7.9,1.4,2.4,0.8,0.1,0.45,0.256,0.512,
Butch Feher,PHX,1977,G,48,5.2,1.5,0.8,0.2,0.1,0.531,0.0,0.603,
Butch Lee,,1979,G,82,9.2,1.5,3.6,1.0,0.0,0.457,0.0,0.513,
Butch Lee,ATL,1979,G,49,7.7,1.2,3.4,1.1,0.0,0.46,0.0,0.516,
Butch Lee,CLE,1979,G,33,11.5,2.0,3.8,0.9,0.0,0.455,0.0,0.511,
Butch Lee,,1980,G,14,1.3,0.8,0.9,0.1,0.0,0.25,0.0,0.327,
Butch Lee,LAL,1980,G,11,1.3,0.7,0.8,0.1,0.0,0.308,0.0,0.435,
Butch Van,NY,1950,G,56,3.7,0.0,1.4,0.0,0.0,0.329,0.0,0.456,
Byron Beck,DEN,1977,F,53,4.7,1.8,0.6,0.3,0.0,0.435,0.0,0.471,
Byron Dinkins,HOU,1990,G,33,3.5,1.2,2.3,0.6,0.1,0.404,0.111,0.471,
Byron Dinkins,,1991,G,12,3.0,1.0,1.6,0.2,0.0,0.412,0.0,0.474,
Byron Dinkins,SA,1991,G,10,3.4,1.1,1.9,0.2,0.0,0.394,0.0,0.46,
Byron Houston,GS,1993,F,79,5.3,4.0,0.9,0.6,0.5,0.446,0.286,0.513,
Byron Houston,GS,1994,F,71,2.8,2.7,0.5,0.5,0.4,0.458,0.143,0.488,
Byron Houston,SEA,1995,F,39,3.4,1.4,0.2,0.3,0.1,0.458,0.273,0.533,
Byron Houston,SAC,1996,F,25,3.4,3.4,0.3,0.5,0.3,0.5,0.333,0.57,
Byron Irvin,POR,1990,G,50,5.2,1.5,0.9,0.6,0.0,0.473,0.357,0.531,
Byron Irvin,WSB,1991,G,33,5.2,1.4,0.7,0.5,0.1,0.465,0.2,0.549,
Byron Scott,LAL,1984,G,74,10.6,2.2,2.4,1.1,0.3,0.484,0.235,0.525,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1985,G,81,16.0,2.6,3.0,1.2,0.2,0.539,0.433,0.587,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1986,G,76,15.4,2.5,2.2,1.1,0.2,0.513,0.361,0.55,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1987,G,82,17.0,3.5,3.4,1.5,0.2,0.489,0.436,0.561,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1988,G,81,21.7,4.1,4.1,1.9,0.3,0.527,0.346,0.59,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1989,G,74,19.6,4.1,3.1,1.5,0.4,0.491,0.399,0.558,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1990,G,77,15.5,3.1,3.6,1.0,0.4,0.47,0.423,0.546,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1991,G,82,14.5,3.0,2.2,1.2,0.3,0.477,0.324,0.534,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1992,G,82,14.9,3.8,2.8,1.3,0.3,0.458,0.344,0.537,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1993,G,58,13.7,2.3,2.7,0.9,0.2,0.449,0.326,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,IND,1994,G,67,10.4,1.6,2.0,0.9,0.1,0.467,0.365,0.549,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,IND,1995,G,80,10.0,1.9,1.4,0.8,0.2,0.455,0.389,0.587,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,VAN,1996,G,80,10.2,2.4,1.5,0.8,0.3,0.401,0.335,0.523,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
Byron Scott,LAL,1997,G,79,6.7,1.5,1.3,0.6,0.2,0.43,0.388,0.59,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Byron_Scott_%28cropped%29.jpg/330px-Byron_Scott_%28cropped%29.jpg
C.J. Kupec,LAL,1976,F,16,1.7,1.4,0.3,0.2,0.0,0.25,0.0,0.301,
C.J. Kupec,LAL,1977,F,82,4.7,2.4,0.6,0.2,0.0,0.447,0.0,0.497,
C.J. Kupec,HOU,1978,F,49,4.0,1.9,1.0,0.2,0.1,0.426,0.0,0.461,
Cal Bowdler,ATL,2000,F,46,2.7,1.8,0.3,0.3,0.2,0.426,0.0,0.463,
Cal Bowdler,ATL,2001,F,44,3.2,1.8,0.1,0.2,0.5,0.465,0.2,0.532,
Cal Christensen,TRI,1951,F,67,6.6,7.8,2.4,0.0,0.0,0.301,0.0,0.401,
Cal Christensen,MLH,1952,F,24,3.7,3.4,1.4,0.0,0.0,0.302,0.0,0.363,
Cal Christensen,ROC,1953,F,59,3.6,3.4,0.9,0.0,0.0,0.313,0.0,0.378,
Cal Christensen,ROC,1954,F,70,5.9,5.6,1.5,0.0,0.0,0.347,0.0,0.404,
Cal Christensen,ROC,1955,F,71,5.0,5.5,1.5,0.0,0.0,0.374,0.0,0.445,
Cal Ramsey,,1960,F,11,8.8,6.0,0.8,0.0,0.0,0.406,0.0,0.439,
Calbert Cheaney,WSB,1994,G,65,12.0,2.9,1.9,1.0,0.2,0.47,0.043,0.508,https://upload.wikimedia.org/wikipedia/commons/8/85/Calbert-Cheaney.jpg
Calbert Cheaney,WSB,1995,G,78,16.6,4.1,2.3,1.0,0.3,0.453,0.339,0.529,https://upload.wikimedia.org/wikipedia/commons/8/85/Calbert-Cheaney.jpg
